Prompt;Answer
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle completes 50 to 300 lifter cycles.
On a usual day, refueling takes between 0.08 and 0.2 hours.

Used parameters: lifter cycles, refulling time.
Data points for used parameters: lifter cycles: 262 refulling time: 0.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.

Used parameters: vehicle speed, engine speed.
Data points for used parameters: vehicle speed: 71.8 km/h, engine speed: 1402.6 rpm.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.

Used parameters: idle time, driving time.
Data points for used parameters: idle time: 3.5 h, driving time: 2.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.

Used parameters: total fuel consumption, compaction cycles.
Data points for used parameters: total fuel consumption: 65.3 dm3, compaction cycles: 24.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
In a typical day, a vehicle spends 1 to 5 hours driving.

Used parameters: distance, driving time.
Data points for used parameters: distance: 69.1 km, driving time: 3.2 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.

Used parameters: idle time, compaction cycles.
Data points for used parameters: idle time: 3.7 h, compaction cycles: 5.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Each day, axle 1 carries between 2000 and 8000 kg of load.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.

Used parameters: axle 1 load, payload.
Data points for used parameters: axle 1 load: 7845.0 kg, payload: 6047.8 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.

Used parameters: idle time, total fuel consumption.
Data points for used parameters: idle time: 3.9 h, total fuel consumption: 64.3 dm3.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.

Used parameters: PTO operation time, driving time.
Data points for used parameters: PTO operation time: 3.4 h, driving time: 1.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Each day, axle 3 carries between 4500 and 7500 kg of load.
On a normal day, a vehicle completes 50 to 300 lifter cycles.

Used parameters: axle 3 load, lifter cycles.
Data points for used parameters: axle 3 load: 6964.4 kg, lifter cycles: 9.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.

Used parameters: total operation time, engine speed.
Data points for used parameters: total operation time: 8.2 h, engine speed: 1610.4 rpm.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle makes 20 to 300 stops.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.

Used parameters: stops, axle 2 load.
Data points for used parameters: stops: 160 axle 2 load: 6388.1 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
In a typical day, a vehicle completes 50 to 300 lifter cycles.

Used parameters: compaction cycles, lifter cycles.
Data points for used parameters: compaction cycles: 291 lifter cycles: 10.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: During a normal day, a vehicle is driven for 1 to 5 hours.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.

Used parameters: driving time, stops with PTO engaged.
Data points for used parameters: driving time: 5.1 h, stops with PTO engaged: 10.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.

Used parameters: axle 2 load, compaction cycles.
Data points for used parameters: axle 2 load: 6610.3 kg, compaction cycles: 26.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.

Used parameters: distance, vehicle speed.
Data points for used parameters: distance: 103.9 km, vehicle speed: 64.9 km/h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.

Used parameters: total operation time, axle 2 load.
Data points for used parameters: total operation time: 9.6 h, axle 2 load: 10623.1 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Each typical day, a vehicle stops between 20 and 300 times.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.

Used parameters: stops, stops with PTO engaged.
Data points for used parameters: stops: 118 stops with PTO engaged: 19.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.

Used parameters: stops with PTO engaged, axle 1 load.
Data points for used parameters: stops with PTO engaged: 80 axle 1 load: 7845.0 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.

Used parameters: axle 2 load, refulling time.
Data points for used parameters: axle 2 load: 11669.1 kg, refulling time: 0.2 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
In a typical day, a vehicle completes 50 to 300 lifter cycles.

Used parameters: total operation time, lifter cycles.
Data points for used parameters: total operation time: 9.6 h, lifter cycles: 27.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.

Used parameters: stops with PTO engaged, compaction cycles.
Data points for used parameters: stops with PTO engaged: 67 compaction cycles: 28.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.

Used parameters: driving time, axle 2 load.
Data points for used parameters: driving time: 2.0 h, axle 2 load: 6357.6 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.

Used parameters: distance, total fuel consumption.
Data points for used parameters: distance: 84.6 km, total fuel consumption: 31.3 dm3.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.

Used parameters: stops with PTO engaged, engine speed.
Data points for used parameters: stops with PTO engaged: 87 engine speed: 685.5 rpm.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.

Used parameters: distance, stops with PTO engaged.
Data points for used parameters: distance: 95.5 km, stops with PTO engaged: 7.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: On a normal day, the PTO operates for 0.2 to 5 hours.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.

Used parameters: PTO operation time, lifter cycles.
Data points for used parameters: PTO operation time: 1.1 h, lifter cycles: 10.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.

Used parameters: total operation time, axle 1 load.
Data points for used parameters: total operation time: 9.1 h, axle 1 load: 2081.6 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.

Used parameters: stops with PTO engaged, payload.
Data points for used parameters: stops with PTO engaged: 166 payload: 9739.8 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: On a normal day, a vehicle’s speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.

Used parameters: vehicle speed, axle 1 load.
Data points for used parameters: vehicle speed: 46.3 km/h, axle 1 load: 7049.4 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle spends 1 to 5 hours driving.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.

Used parameters: driving time, axle 3 load.
Data points for used parameters: driving time: 4.6 h, axle 3 load: 7071.6 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle idles for between 1 and 5 hours.
On a usual day, refueling takes between 0.08 and 0.2 hours.

Used parameters: idle time, refulling time.
Data points for used parameters: idle time: 2.3 h, refulling time: 0.2 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: On a normal day, the PTO operates for 0.2 to 5 hours.
Each day, axle 3 carries between 4500 and 7500 kg of load.

Used parameters: PTO operation time, axle 3 load.
Data points for used parameters: PTO operation time: 2.3 h, axle 3 load: 6650.7 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a typical day, a vehicle idles for 1 to 5 hours.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.

Used parameters: idle time, payload.
Data points for used parameters: idle time: 2.8 h, payload: 1610.7 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: During a normal day, a vehicle is driven for 1 to 5 hours.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.

Used parameters: driving time, stops, axle 1 load.
Data points for used parameters: driving time: 4.6 h, stops: 246 axle 1 load: 3632.3 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.

Used parameters: stops, stops with PTO engaged, axle 1 load.
Data points for used parameters: stops: 189 stops with PTO engaged: 26 axle 1 load: 6874.6 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.

Used parameters: total operation time, axle 1 load, total fuel consumption.
Data points for used parameters: total operation time: 9.5 h, axle 1 load: 6738.7 kg, total fuel consumption: 55.0 dm3.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: Typically, a vehicle idles for 1 to 5 hours daily.
In a typical day, a vehicle spends 1 to 5 hours driving.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.

Used parameters: idle time, driving time, lifter cycles.
Data points for used parameters: idle time: 1.0 h, driving time: 1.9 h, lifter cycles: 10.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.

Used parameters: axle 1 load, lifter cycles, refulling time.
Data points for used parameters: axle 1 load: 5915.7 kg, lifter cycles: 112 refulling time: 0.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: On a normal day, a vehicle’s speed ranges from 0 to 80 km/h.
Each day, axle 1 carries between 2000 and 8000 kg of load.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.

Used parameters: vehicle speed, axle 1 load, total fuel consumption.
Data points for used parameters: vehicle speed: 70.0 km/h, axle 1 load: 3580.0 kg, total fuel consumption: 19.1 dm3.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.

Used parameters: idle time, stops with PTO engaged, axle 2 load.
Data points for used parameters: idle time: 3.5 h, stops with PTO engaged: 67 axle 2 load: 8292.7 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.

Used parameters: total operation time, payload, lifter cycles.
Data points for used parameters: total operation time: 8.8 h, payload: 725.9 kg, lifter cycles: 27.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
In a typical day, a vehicle completes 50 to 300 lifter cycles.

Used parameters: engine speed, compaction cycles, lifter cycles.
Data points for used parameters: engine speed: 1402.6 rpm, compaction cycles: 291 lifter cycles: 26.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.

Used parameters: distance, idle time, engine speed.
Data points for used parameters: distance: 55.1 km, idle time: 0.9 h, engine speed: 540.5 rpm.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";True
"Evaluate the following premises:
Input text:
Textual context: It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.

Used parameters: PTO operation time, engine speed, payload.
Data points for used parameters: PTO operation time: 0.4 h, engine speed: 891.8 rpm, payload: 791.0 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
In a typical day, a vehicle performs 50 to 300 lifter cycles.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.

Used parameters: total operation time, lifter cycles, refulling time.
Data points for used parameters: total operation time: 6.3 h, lifter cycles: 232 refulling time: 0.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
Each day, axle 3 carries between 4500 and 7500 kg of load.

Used parameters: driving time, axle 2 load, axle 3 load.
Data points for used parameters: driving time: 4.2 h, axle 2 load: 11494.3 kg, axle 3 load: 7370.9 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
On a normal day, the PTO operates for 0.2 to 5 hours.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.

Used parameters: distance, PTO operation time, axle 1 load.
Data points for used parameters: distance: 100.3 km, PTO operation time: 3.7 h, axle 1 load: 7390.6 kg.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.

Used parameters: PTO operation time, lifter cycles, refulling time.
Data points for used parameters: PTO operation time: 1.4 h, lifter cycles: 152 refulling time: 0.1 h.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
"Evaluate the following premises:
Input text:
Textual context: In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.

Used parameters: engine speed, axle 3 load, total fuel consumption.
Data points for used parameters: engine speed: 1521.2 rpm, axle 3 load: 6650.7 kg, total fuel consumption: 27.1 dm3.
To identify the day as abnormal, it is enough that even one or more conditions are violated.
Remember to return at the end True if the day is abnormal or False otherwise.
";False
